Date,Open,High,Low,Close,Adj Close,Volume
2006-06-06,127.209999,127.379997,125.760002,126.809998,93.238525,130498600
2006-06-07,126.910004,127.650002,125.790001,125.860001,92.539978,108599400
2006-06-08,125.580002,126.500000,123.870003,125.750000,92.459099,204957200
2006-06-09,126.360001,126.959999,125.290001,125.349998,92.164993,94972200
2006-06-12,125.879997,125.930000,123.820000,123.989998,91.165024,95815900
2006-06-13,123.739998,124.839996,122.550003,122.550003,90.106270,185688800
2006-06-14,122.839996,123.629997,122.339996,123.500000,90.804764,163566400
2006-06-15,123.949997,126.360001,123.860001,126.120003,92.731140,134057000
2006-06-16,125.290001,125.559998,124.459999,124.650002,92.055405,94253500
2006-06-19,125.400002,125.480003,123.550003,123.669998,91.331665,95804400
2006-06-20,124.010002,124.809998,123.720001,124.089996,91.641838,65494700
2006-06-21,124.000000,125.699997,123.959999,125.010002,92.321289,75008200
2006-06-22,124.949997,125.059998,124.040001,124.459999,91.915077,74566100
2006-06-23,124.330002,125.300003,124.029999,124.440002,91.900307,54107000
2006-06-26,124.540001,125.059998,124.250000,124.989998,92.306526,37899600
2006-06-27,125.010002,125.290001,123.769997,123.910004,91.508926,69780200
2006-06-28,124.190002,124.769997,123.650002,124.750000,92.129242,62368100
2006-06-29,125.199997,127.349998,125.169998,127.269997,93.990288,110634800
2006-06-30,127.540001,127.660004,126.959999,127.279999,93.997673,54227800
2006-07-03,127.430000,128.009995,127.309998,127.800003,94.381737,23914000
2006-07-05,127.290001,127.449997,126.519997,127.070000,93.842628,69653400
2006-07-06,127.199997,127.849998,127.080002,127.440002,94.115875,50100300
2006-07-07,127.190002,127.559998,126.290001,126.610001,93.502884,81626500
2006-07-10,126.940002,127.430000,126.410004,126.849998,93.680153,60964100
2006-07-11,126.610001,127.410004,125.940002,127.410004,94.093712,73640800
2006-07-12,127.150002,127.400002,125.720001,126.050003,93.089310,82561300
2006-07-13,125.449997,125.680000,124.000000,124.000000,91.575378,102405700
2006-07-14,124.129997,124.260002,122.830002,123.519997,91.220894,103242500
2006-07-17,123.519997,124.099998,123.150002,123.339996,91.087959,81159000
2006-07-18,123.709999,124.050003,122.389999,123.970001,91.553230,122771000
2006-07-19,124.180000,126.260002,123.720001,125.690002,92.823463,133565300
2006-07-20,126.120003,126.300003,124.660004,124.830002,92.188309,112259800
2006-07-21,125.150002,125.190002,123.820000,123.949997,91.538460,101560000
2006-07-24,124.440002,126.320000,124.440002,126.209999,93.207474,92884000
2006-07-25,125.980003,127.300003,125.720001,126.660004,93.539795,95480700
2006-07-26,126.589996,127.449997,126.180000,126.830002,93.665344,84525800
2006-07-27,127.379997,127.690002,126.199997,126.709999,93.576714,87257100
2006-07-28,127.040001,128.139999,126.860001,127.980003,94.514648,82137000
2006-07-31,127.660004,127.959999,127.449997,127.849998,94.418648,49593100
2006-08-01,127.339996,127.379997,126.599998,127.220001,93.953362,65225600
2006-08-02,127.580002,128.460007,127.550003,128.080002,94.588501,64770900
2006-08-03,127.339996,128.550003,127.150002,128.419998,94.839600,63693800
2006-08-04,129.080002,129.429993,127.480003,128.199997,94.677109,96294200
2006-08-07,127.900002,128.080002,127.400002,127.900002,94.455559,45377300
2006-08-08,128.089996,128.460007,126.949997,127.410004,94.093712,90901300
2006-08-09,128.179993,128.600006,126.610001,126.980003,93.776115,78910600
2006-08-10,126.580002,127.500000,126.279999,127.370003,94.064171,69322300
2006-08-11,127.169998,127.199997,126.389999,127.010002,93.798309,47482200
2006-08-14,127.629997,128.160004,126.919998,127.110001,93.872154,57839000
2006-08-15,128.250000,128.869995,127.900002,128.630005,94.994659,68143000
2006-08-16,129.320007,129.889999,129.039993,129.699997,95.784874,71737600
2006-08-17,129.580002,130.369995,129.490005,130.029999,96.028587,70992800
2006-08-18,130.190002,130.690002,129.589996,130.690002,96.515999,58288400
2006-08-21,130.179993,130.279999,129.800003,130.130005,96.102448,42133600
2006-08-22,129.990005,130.520004,129.679993,130.119995,96.095055,60839900
2006-08-23,130.179993,130.440002,129.190002,129.759995,95.829178,66592100
2006-08-24,129.990005,130.100006,129.399994,129.649994,95.747978,57983000
2006-08-25,129.639999,130.250000,129.550003,129.809998,95.866135,41756000
2006-08-28,129.649994,130.820007,129.639999,130.429993,96.324013,52681500
2006-08-29,130.490005,130.830002,129.809998,130.580002,96.434799,61817800
2006-08-30,130.869995,131.039993,130.550003,130.660004,96.493866,50052200
2006-08-31,130.850006,130.990005,130.580002,130.639999,96.479111,37510300
2006-09-01,131.139999,131.580002,130.839996,131.419998,97.055153,48794500
2006-09-05,131.509995,131.850006,131.199997,131.669998,97.239777,52348300
2006-09-06,131.110001,131.160004,130.330002,130.509995,96.383064,53795600
2006-09-07,130.059998,130.570007,129.350006,129.910004,95.940010,86269400
2006-09-08,130.080002,130.460007,129.830002,130.279999,96.213226,45096300
2006-09-11,129.860001,130.690002,129.479996,130.410004,96.309219,68496600
2006-09-12,130.559998,131.839996,130.369995,131.690002,97.254539,69875600
2006-09-13,131.639999,132.449997,131.520004,132.220001,97.645966,62898400
2006-09-14,131.960007,132.240005,131.750000,132.229996,97.653313,57805400
2006-09-15,132.309998,132.389999,131.679993,131.960007,97.882545,76703100
2006-09-18,131.789993,132.389999,131.649994,132.139999,98.016037,64154100
2006-09-19,132.119995,132.130005,131.070007,131.809998,97.771240,92089100
2006-09-20,132.250000,132.770004,132.059998,132.509995,98.290497,75204100
2006-09-21,132.610001,132.750000,131.419998,131.869995,97.815788,88932500
2006-09-22,131.669998,131.679993,131.000000,131.470001,97.519081,65966800
2006-09-25,131.729996,132.850006,131.050003,132.479996,98.268257,92299100
2006-09-26,132.500000,133.600006,132.399994,133.580002,99.084167,73962700
2006-09-27,133.490005,133.970001,133.270004,133.740005,99.202873,82432200
2006-09-28,133.740005,133.990005,133.279999,133.690002,99.165764,58597500
2006-09-29,133.800003,133.940002,133.479996,133.580002,99.084167,47966600
2006-10-02,133.539993,133.830002,132.949997,133.080002,98.713310,51687400
2006-10-03,132.889999,133.869995,132.649994,133.360001,98.921021,73108100
2006-10-04,133.229996,135.000000,133.080002,134.919998,100.078133,80890500
2006-10-05,134.919998,135.410004,134.750000,135.179993,100.271004,60505900
2006-10-06,134.949997,135.100006,134.399994,135.009995,100.144882,64983600
2006-10-09,134.850006,135.300003,134.639999,135.089996,100.204224,41176800
2006-10-10,135.100006,135.449997,134.839996,135.270004,100.337776,56403700
2006-10-11,134.839996,135.429993,134.300003,135.110001,100.219070,104071800
2006-10-12,135.449997,136.389999,135.399994,136.279999,101.086929,59158600
2006-10-13,136.160004,136.710007,136.039993,136.630005,101.346504,53944000
2006-10-16,136.520004,137.050003,136.419998,136.839996,101.502312,42273000
2006-10-17,136.470001,136.699997,135.669998,136.410004,101.183365,90500600
2006-10-18,137.039993,137.369995,136.100006,136.589996,101.316872,86848600
2006-10-19,136.389999,136.880005,136.229996,136.809998,101.480072,64063200
2006-10-20,136.839996,136.949997,136.330002,136.839996,101.502312,48094500
2006-10-23,136.559998,137.800003,136.389999,137.470001,101.969612,66219900
2006-10-24,137.279999,137.929993,137.220001,137.880005,102.273766,53234900
2006-10-25,137.740005,138.410004,137.509995,138.350006,102.622383,78105400
2006-10-26,138.660004,139.000000,137.979996,138.779999,102.941292,66843700
2006-10-27,138.610001,138.750000,137.630005,137.910004,102.295975,80238000
2006-10-30,137.660004,138.199997,137.399994,137.809998,102.221840,49717800
2006-10-31,138.070007,138.259995,137.250000,137.789993,102.206985,71274100
2006-11-01,138.220001,138.309998,136.720001,136.860001,101.517181,83005600
2006-11-02,136.509995,137.009995,136.360001,136.779999,101.457825,60693100
2006-11-03,137.270004,137.389999,135.619995,136.539993,101.279770,71346400
2006-11-06,136.960007,138.279999,136.949997,138.080002,102.422081,63303300
2006-11-07,138.199997,138.979996,138.000000,138.610001,102.815224,63318900
2006-11-08,138.000000,139.050003,136.860001,138.910004,103.037712,87517800
2006-11-09,139.009995,139.139999,137.899994,138.179993,102.496262,95916300
2006-11-10,138.139999,138.339996,137.720001,138.240005,102.540787,48991500
2006-11-13,138.179993,139.039993,138.070007,138.580002,102.792984,59398200
2006-11-14,138.970001,139.740005,138.119995,139.619995,103.564377,96704000
2006-11-15,139.570007,140.449997,139.529999,140.020004,103.861099,76509600
2006-11-16,140.440002,140.679993,139.490005,140.380005,104.128151,76728800
2006-11-17,139.929993,140.429993,139.729996,140.419998,104.157806,56353800
2006-11-20,140.300003,140.740005,139.940002,140.500000,104.217125,69174200
2006-11-21,140.490005,140.669998,140.289993,140.639999,104.320992,51367900
2006-11-22,140.750000,141.160004,140.500000,140.919998,104.528679,45505300
2006-11-24,140.240005,140.839996,140.199997,140.350006,104.105873,30998000
2006-11-27,140.279999,140.350006,138.380005,138.419998,102.674286,84545100
2006-11-28,138.240005,139.160004,138.110001,139.020004,103.119377,106652900
2006-11-29,139.470001,140.529999,139.080002,140.470001,104.194901,90034900
2006-11-30,140.440002,141.050003,139.759995,140.529999,104.239388,83994300
2006-12-01,140.529999,140.660004,138.970001,140.220001,104.009453,126080000
2006-12-04,140.250000,141.550003,140.229996,141.289993,104.803131,87813200
2006-12-05,141.559998,141.960007,141.259995,141.899994,105.255592,73374400
2006-12-06,141.869995,142.070007,141.500000,141.779999,105.166603,53253200
2006-12-07,142.029999,142.300003,141.110001,141.160004,104.706749,62857400
2006-12-08,141.130005,141.899994,140.779999,141.419998,104.899551,79625500
2006-12-11,141.419998,142.089996,141.339996,141.830002,105.203705,39779400
2006-12-12,141.690002,141.869995,140.889999,141.720001,105.122093,77451600
2006-12-13,142.229996,142.339996,141.559998,141.869995,105.233398,55520200
2006-12-14,141.860001,143.240005,141.839996,143.119995,106.160538,64755200
2006-12-15,142.639999,142.889999,142.240005,142.339996,106.170235,70857400
2006-12-18,142.539993,142.880005,141.750000,141.949997,105.879341,48954600
2006-12-19,141.550003,142.559998,141.190002,142.220001,106.080734,65023600
2006-12-20,142.279999,142.660004,142.009995,142.139999,106.021072,41469600
2006-12-21,142.270004,142.429993,141.320007,141.619995,105.633202,48698400
2006-12-22,141.639999,141.649994,140.669998,140.750000,104.984299,62069100
2006-12-26,140.809998,141.610001,140.779999,141.580002,105.603355,32696900
2006-12-27,141.869995,142.600006,141.830002,142.509995,106.297043,39727100
2006-12-28,142.410004,142.699997,141.990005,142.210007,106.073273,37288800
2006-12-29,142.059998,142.539993,141.429993,141.619995,105.633202,45461200
2007-01-03,142.250000,142.860001,140.570007,141.369995,105.446693,94807600
2007-01-04,141.229996,142.050003,140.610001,141.669998,105.670532,69620600
2007-01-05,141.330002,141.399994,140.380005,140.539993,104.827629,76645300
2007-01-08,140.820007,141.410004,140.250000,141.190002,105.312469,71655000
2007-01-09,141.309998,141.600006,140.399994,141.070007,105.222984,75680100
2007-01-10,140.580002,141.570007,140.300003,141.539993,105.573517,72428000
2007-01-11,141.580002,142.619995,141.500000,142.160004,106.035950,54476800
2007-01-12,142.149994,143.240005,142.110001,143.240005,106.841568,55370600
2007-01-16,143.070007,143.440002,142.729996,142.960007,106.632675,44871300
2007-01-17,142.850006,143.460007,142.729996,143.020004,106.677483,50241400
2007-01-18,143.169998,143.259995,142.309998,142.539993,106.319412,68177300
2007-01-19,142.539993,143.100006,142.460007,142.820007,106.528305,56973000
2007-01-22,143.070007,143.100006,141.929993,142.380005,106.200096,60253600
2007-01-23,142.259995,143.080002,142.059998,142.800003,106.513412,54064400
2007-01-24,142.970001,143.979996,142.910004,143.949997,107.371124,55834700
2007-01-25,143.860001,143.919998,142.009995,142.259995,106.110573,73583800
2007-01-26,142.570007,142.649994,141.580002,142.130005,106.013634,67255600
2007-01-29,142.190002,142.800003,141.740005,142.050003,105.953934,66114600
2007-01-30,142.350006,142.860001,142.059998,142.789993,106.505905,70407600
2007-01-31,142.630005,144.130005,142.399994,143.750000,107.221985,91868600
2007-02-01,144.149994,144.660004,143.910004,144.610001,107.863480,69312400
2007-02-02,144.729996,144.949997,144.380005,144.809998,108.012619,49607000
2007-02-05,144.699997,144.940002,144.339996,144.850006,108.042480,45705300
2007-02-06,144.970001,145.029999,144.330002,144.889999,108.072258,57081300
2007-02-07,145.119995,145.360001,144.570007,145.210007,108.310974,55669700
2007-02-08,144.779999,145.119995,144.270004,145.020004,108.169250,70641000
2007-02-09,145.059998,145.330002,143.389999,143.940002,107.363693,79084400
2007-02-12,143.940002,144.039993,143.190002,143.449997,106.998184,65657000
2007-02-13,143.770004,144.899994,143.759995,144.660004,107.900757,64081800
2007-02-14,144.800003,145.899994,144.779999,145.610001,108.609299,66039400
2007-02-15,145.669998,145.949997,145.429993,145.800003,108.751007,38715200
2007-02-16,145.440002,145.759995,145.229996,145.729996,108.698830,39841800
2007-02-20,145.559998,146.199997,145.000000,146.039993,108.930061,56911800
2007-02-21,145.610001,146.070007,145.350006,145.979996,108.885239,63971600
2007-02-22,146.050003,146.419998,145.169998,145.869995,108.803246,79067400
2007-02-23,145.740005,145.789993,145.029999,145.300003,108.378151,71966200
2007-02-26,145.830002,145.949997,144.750000,145.169998,108.281090,69192800
2007-02-27,143.880005,144.199997,139.000000,139.500000,104.051888,274466500
2007-02-28,140.389999,141.979996,139.800003,140.929993,105.118500,177536300
2007-03-01,139.339996,141.250000,138.050003,140.509995,104.805267,212828600
2007-03-02,140.050003,140.660004,138.660004,138.669998,103.432823,162574000
2007-03-05,137.929993,139.580002,137.330002,137.350006,102.448273,143750400
2007-03-06,138.779999,140.119995,137.720001,139.699997,104.201088,143333300
2007-03-07,139.589996,140.460007,139.399994,139.559998,104.096626,115144900
2007-03-08,140.539993,141.160004,140.070007,140.740005,104.976799,117891600
2007-03-09,141.309998,141.419998,140.080002,140.779999,105.006676,107765100
2007-03-12,140.419998,141.339996,140.160004,140.990005,105.163322,80366900
2007-03-13,140.179993,140.770004,138.039993,138.250000,103.119568,190605200
2007-03-14,138.429993,139.360001,136.750000,139.279999,103.887825,231853800
2007-03-15,138.970001,139.990005,138.800003,139.470001,104.029541,132435900
2007-03-16,139.309998,139.630005,138.119995,138.529999,103.738251,121531600
2007-03-19,139.259995,140.330002,139.149994,140.199997,104.988853,96161200
2007-03-20,140.080002,141.050003,139.960007,140.970001,105.565437,82147400
2007-03-21,141.100006,143.649994,140.820007,143.289993,107.302780,152368700
2007-03-22,143.479996,143.679993,142.789993,143.179993,107.220375,118942200
2007-03-23,143.279999,143.809998,143.149994,143.389999,107.377625,74416800
2007-03-26,143.500000,143.649994,142.089996,143.199997,107.235352,113787500
2007-03-27,143.119995,143.160004,142.389999,142.860001,106.980736,99864600
2007-03-28,142.139999,142.470001,141.259995,141.820007,106.201950,152907900
2007-03-29,142.539993,142.610001,141.190002,141.970001,106.314270,139432700
2007-03-30,142.240005,142.839996,140.559998,142.000000,106.336761,128194100
2007-04-02,142.160004,142.460007,141.479996,142.160004,106.456551,79416400
2007-04-03,142.970001,143.979996,142.910004,143.690002,107.602303,82417800
2007-04-04,143.690002,143.949997,143.160004,143.850006,107.722168,63995200
2007-04-05,143.669998,144.440002,143.610001,144.240005,108.014153,46822800
2007-04-09,144.649994,144.800003,144.149994,144.440002,108.163910,50967400
2007-04-10,144.330002,144.850006,144.270004,144.610001,108.291245,56620000
2007-04-11,144.820007,144.860001,143.539993,144.020004,107.849442,106365700
2007-04-12,143.740005,144.919998,143.339996,144.660004,108.328705,115534400
2007-04-13,144.899994,145.320007,144.360001,145.320007,108.822914,84287000
2007-04-16,145.830002,146.860001,145.820007,146.699997,109.856361,83064600
2007-04-17,146.970001,147.399994,146.649994,147.089996,110.148376,108424100
2007-04-18,146.600006,147.699997,146.570007,147.270004,110.283195,88345300
